id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file	strain
Parvimonas_micra_ATCC_33270	Parvimonas micra ATCC 33270	Parvimonas micra ATCC 33270 (411465.10)	Obligate anaerobe	Asaccharolytic, proteolytic, fermentative	Positive	Commensal	375	726	636	Ines Thiele	06/25/12	411465	ModelSEED		Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Parvimonas_micra_ATCC_33270.xml	Parvimonas micra ATCC 33270
Pediococcus_acidilactici_7_4	Pediococcus acidilactici 7_4	Pediococcus acidilactici 7_4 (563194.3)	Obligate anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	600	1508	1037	Ines Thiele	06/29/12	563194	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pediococcus_acidilactici_7_4.xml	Pediococcus acidilactici 7_4
Pediococcus_acidilactici_DSM_20284	Pediococcus acidilactici DSM 20284	Pediococcus acidilactici DSM 20284 (862514.3)	Obligate anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	574	855	713	Ines Thiele	06/29/12	862514	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pediococcus_acidilactici_DSM_20284.xml	Pediococcus acidilactici DSM 20284
Pediococcus_pentosaceus_ATCC_25745	Pediococcus pentosaceus ATCC 25745	Pediococcus pentosaceus ATCC 25745 (278197.10)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		568	1076	826	Laura Kutt	04/18/16	278197	ModelSEED	kb|g.647	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Pediococcus_pentosaceus_ATCC_25745.xml	Pediococcus pentosaceus ATCC 25745
Peptoniphilus_harei_ACS_146_V_Sch2b	Peptoniphilus harei ACS-146-V-Sch2b	Peptoniphilus harei ACS-146-V-Sch2b (908338.3)	Obligate anaerobe	Asaccharolytic, peptone and oligopeptides as main energy source	Positive		513	1105	876	Laura Kutt	04/18/16	908338	ModelSEED	kb|g.3675	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptoniphilus_harei_ACS_146_V_Sch2b.xml	Peptoniphilus harei ACS-146-V-Sch2b
Peptoniphilus_indolicus_ATCC_29427	Peptoniphilus indolicus ATCC 29427		Obligate anaerobe	Asaccharolytic, peptone and oligopeptides as main energy source	Positive		540	1053	828	Laura Kutt	04/18/16	997350	Kbase	kb|g.28898	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus indolicus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptoniphilus_indolicus_ATCC_29427.xml	Peptoniphilus indolicus ATCC 29427
Peptoniphilus_lacrimalis_DSM_7455	Peptoniphilus lacrimalis DSM 7455	Peptoniphilus lacrimalis DSM 7455 (1122949.3)	Obligate anaerobe	Aaccharolytic, peptone and oligopeptides as main energy source	Positive		486	1069	857	Laura Kutt	04/18/16	1122949	Kbase	kb|g.29655	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus lacrimalis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptoniphilus_lacrimalis_DSM_7455.xml	Peptoniphilus lacrimalis DSM 7455
Peptoniphilus_timonensis_JC401	Peptoniphilus timonensis JC401						480	1026	839	Laura Kutt	04/18/16	1095770	Kbase	kb|g.24182	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus timonensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptoniphilus_timonensis_JC401.xml	Peptoniphilus timonensis JC401
Peptostreptococcus_anaerobius_DSM_2949	Peptostreptococcus anaerobius DSM 2949	Peptostreptococcus anaerobius DSM 2949 (1122950.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		594	1175	906	Laura Kutt	04/18/16	1035196	Kbase	kb|g.29656	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptostreptococcus_anaerobius_DSM_2949.xml	Peptostreptococcus anaerobius DSM 2949
Peptostreptococcus_stomatis_DSM_17678	Peptostreptococcus stomatis DSM 17678	Peptostreptococcus stomatis DSM 17678 (596315.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		508	1105	871	Laura Kutt	04/18/16	596315	ModelSEED	kb|g.2602	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus stomatis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Peptostreptococcus_stomatis_DSM_17678.xml	Peptostreptococcus stomatis DSM 17678
Phascolarctobacterium_succinatutens_YIT_12067	Phascolarctobacterium succinatutens YIT 12067	Phascolarctobacterium sp. YIT 12067 (626939.3)	Obligate anaerobe	Asaccharolytic, ferments only succinate	Negative	Commensal	560	1019	833	Ines Thiele	06/29/12	626939	ModelSEED		Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Phascolarctobacterium_succinatutens_YIT_12067.xml	Phascolarctobacterium succinatutens YIT 12067
Plesiomonas_shigelloides_302_73	Plesiomonas shigelloides 302-73	Plesiomonas shigelloides 302-73 (1315976.3)	Aerobe	Respiratory	Negative		981	1558	1123	Laura Kutt	04/18/16	1315976	ModelSEED	kb|g.31988	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified Enterobacterales family	Plesiomonas	Plesiomonas shigelloides	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Plesiomonas_shigelloides_302_73.xml	Plesiomonas shigelloides 302-73
Porphyromonas_asaccharolytica_DSM_20707	Porphyromonas asaccharolytica DSM 20707	Porphyromonas asaccharolytica DSM 20707 (879243.3)	Obligate anaerobe	Asaccharolytic	Negative	Putative Pathogen	479	944	805	chenry	04/15/16	879243	ModelSEED	kb|g.3543	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_asaccharolytica_DSM_20707.xml	Porphyromonas asaccharolytica DSM 20707
Porphyromonas_endodontalis_ATCC_35406	Porphyromonas endodontalis ATCC 35406	Porphyromonas endodontalis ATCC 35406 (553175.3)	Obligate anaerobe	Asaccharolytic	Negative		462	974	795	chenry	04/15/16	553175	Kbase	kb|g.2242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_endodontalis_ATCC_35406.xml	Porphyromonas endodontalis ATCC 35406
Porphyromonas_gingivalis_W83	Porphyromonas gingivalis W83	Porphyromonas gingivalis W83 (242619.8)	Obligate anaerobe	Asaccharolytic, proteolytic, fermentative	Negative	Pathogen	458	1036	870	Eugen Bauer	08/03/14	242619	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_gingivalis_W83.xml	Porphyromonas gingivalis W83
Porphyromonas_somerae_DSM_23386	Porphyromonas somerae DSM 23386	Porphyromonas somerae DSM 23386 (1122975.3)	Obligate anaerobe	Asaccharolytic	Negative	Pathogen	510	1042	853	chenry	04/15/16	1122975	ModelSEED	kb|g.29662	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_somerae_DSM_23386.xml	Porphyromonas somerae DSM 23386
Porphyromonas_uenonis_60_3	Porphyromonas uenonis 60-3	Porphyromonas uenonis 60-3 (596327.3)	Obligate anaerobe		Negative	Pathogen	478	962	820	Laura Kutt	05/29/16	596327	ModelSEED	kb|g.2611	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_uenonis_60_3.xml	Porphyromonas uenonis 60-3
Porphyromonas_uenonis_DSM_23387	Porphyromonas uenonis DSM 23387		Obligate anaerobe		Negative	Pathogen	432	935	810	chenry	04/15/16	1122976	ModelSEED	kb|g.242244	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Porphyromonas_uenonis_DSM_23387.xml	Porphyromonas uenonis DSM 23387
Prevotella_albensis_DSM_11370	Prevotella albensis DSM 11370		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	555	1058	892	chenry	04/15/16	1122978	ModelSEED	kb|g.207235	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella albensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_albensis_DSM_11370.xml	Prevotella albensis DSM 11370
Prevotella_bivia_DSM_20514	Prevotella bivia DSM 20514	Prevotella bivia DSM 20514 (868129.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	514	1039	827	Laura Kutt	04/17/16	868129	Kbase	kb|g.27853	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_bivia_DSM_20514.xml	Prevotella bivia DSM 20514
Prevotella_brevis_ATCC_19188	Prevotella brevis ATCC 19188		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	612	1089	900	chenry	04/15/16	1408472	Kbase	kb|g.242253	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella brevis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_brevis_ATCC_19188.xml	Prevotella brevis ATCC 19188
Prevotella_bryantii_B14	Prevotella bryantii  C21a		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	622	1117	923	Laura Kutt	05/30/16	752555	Kbase	kb|g.208709	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bryantii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_bryantii_B14.xml	Prevotella bryantii  C21a
Prevotella_bryantii_C21a	Prevotella bryantii B14	Prevotella bryantii B14 (752555.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	712	1109	895	Laura Kutt	04/17/16	1280705	Kbase	kb|g.3220	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bryantii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_bryantii_C21a.xml	Prevotella bryantii B14
Prevotella_buccae_ATCC_33574	Prevotella buccae ATCC 33574	Prevotella buccae ATCC 33574 (873513.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	651	1127	905	Laura Kutt	04/17/16	873513	Kbase	kb|g.3531	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_buccae_ATCC_33574.xml	Prevotella buccae ATCC 33574
Prevotella_conceptionensis_9403948	Prevotella conceptionensis  9403948		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	524	988	824	chenry	04/15/16	1197728	Kbase	kb|g.25401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella conceptionensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_conceptionensis_9403948.xml	Prevotella conceptionensis  9403948
Prevotella_copri_CB7_DSM_18205	Prevotella copri CB7, DSM 18205	Prevotella copri DSM 18205 (537011.5)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	1099	1634	1139	Ines Thiele	06/25/12	165179	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_copri_CB7_DSM_18205.xml	Prevotella copri CB7, DSM 18205
Prevotella_corporis_DSM_18810	Prevotella corporis DSM 18810		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	455	945	812	chenry	04/15/16	1122981	Kbase	kb|g.207237	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella corporis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_corporis_DSM_18810.xml	Prevotella corporis DSM 18810
Prevotella_denticola_DSM20614	Prevotella denticola DSM20614		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	489	1013	832	Laura Kutt	04/17/16	1122982	Kbase	kb|g.207238	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_denticola_DSM20614.xml	Prevotella denticola DSM20614
Prevotella_denticola_F0289	Prevotella denticola F0289	Prevotella denticola F0289 (767031.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	534	1060	859	Laura Kutt	05/29/16	767031	Kbase	kb|g.3366	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_denticola_F0289.xml	Prevotella denticola F0289
Prevotella_disiens_FB035_09AN	Prevotella disiens FB035-09AN	Prevotella disiens FB035-09AN (866771.4)	Nanaerobe	Saccharolytic, fermentative, proteolytic	Negative	Commensal	516	960	806	Laura Kutt	05/30/16	866771	Kbase	kb|g.3459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_disiens_FB035_09AN.xml	Prevotella disiens FB035-09AN
Prevotella_disiens_JCM_6334	Prevotella disiens JCM 6334 = ATCC 29426		Nanaerobe	Saccharolytic, fermentative, proteolytic	Negative	Commensal	456	947	804	Laura Kutt	04/17/16	1235811	Kbase	kb|g.208292	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella disiens	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_disiens_JCM_6334.xml	Prevotella disiens JCM 6334 = ATCC 29426
Prevotella_enoeca_JCM_12259	Prevotella enoeca  JCM 12259		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	552	951	820	chenry	04/15/16	1235815	Kbase	kb|g.242258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella enoeca	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_enoeca_JCM_12259.xml	Prevotella enoeca  JCM 12259
Prevotella_intermedia_17	Prevotella intermedia 17	Prevotella intermedia 17 (246198.10)	Nanaerobe	Saccharolytic, fermentative	Negative	Pathogen	496	952	804	Laura Kutt	05/29/16	246198	Kbase	kb|g.26179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_intermedia_17.xml	Prevotella intermedia 17
Prevotella_intermedia_ATCC_25611	Prevotella intermedia ATCC 25611 = DSM 20706		Nanaerobe	Saccharolytic, fermentative	Negative	Pathogen	442	956	813	Laura Kutt	04/17/16	1122984	Kbase	kb|g.207239	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_intermedia_ATCC_25611.xml	Prevotella intermedia ATCC 25611 = DSM 20706
Prevotella_loescheii_DSM_19665	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 (1122985.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	548	1037	850	Laura Kutt	04/17/16	1122985	Kbase	kb|g.29664	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella loescheii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_loescheii_DSM_19665.xml	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930
Prevotella_melaninogenica_ATCC_25845	Prevotella melaninogenica ATCC 25845	Prevotella melaninogenica ATCC 25845 (553174.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	541	1022	834	Laura Kutt	04/17/16	553174	Kbase	kb|g.2241	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_melaninogenica_ATCC_25845.xml	Prevotella melaninogenica ATCC 25845
Prevotella_nanceiensis_DSM_19126	Prevotella nanceiensis DSM 19126	Prevotella nanceiensis DSM 19126 (1122988.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	498	994	827	Laura Kutt	04/17/16	1122988	Kbase	kb|g.29667	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_nanceiensis_DSM_19126.xml	Prevotella nanceiensis DSM 19126
Prevotella_nigrescens_ATCC_33563	Prevotella nigrescens ATCC 33563	Prevotella nigrescens ATCC 33563 (997352.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	489	964	818	Laura Kutt	04/17/16	997352	Kbase	kb|g.28899	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_nigrescens_ATCC_33563.xml	Prevotella nigrescens ATCC 33563
Prevotella_oralis_ATCC_33269	Prevotella oralis ATCC 33269	Prevotella oralis ATCC 33269 (873533.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	590	1079	871	Laura Kutt	04/17/16	873533	Kbase	kb|g.3533	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_oralis_ATCC_33269.xml	Prevotella oralis ATCC 33269
Prevotella_pallens_ATCC_700821	Prevotella pallens ATCC 700821	Prevotella pallens ATCC 700821 (997353.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	507	976	845	Laura Kutt	04/17/16	997353	Kbase	kb|g.28900	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_pallens_ATCC_700821.xml	Prevotella pallens ATCC 700821
Prevotella_ruminicola_23	Prevotella ruminicola 23	Prevotella ruminicola 23 (264731.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	696	1146	919	Laura Kutt	04/17/16	264731	Kbase	kb|g.559	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella ruminicola	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_ruminicola_23.xml	Prevotella ruminicola 23
Prevotella_salivae_DSM_15606	Prevotella salivae DSM 15606	Prevotella salivae DSM 15606 (888832.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	525	2049	1160	Ines Thiele	06/29/12	888832	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_salivae_DSM_15606.xml	Prevotella salivae DSM 15606
Prevotella_shahii_JCM_12083	Prevotella shahii JCM 12083		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	623	1025	867	chenry	04/15/16	1122991	Kbase	kb|g.242275	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella shahii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_shahii_JCM_12083.xml	Prevotella shahii JCM 12083
Prevotella_stercorea_DSM_18206	Prevotella stercorea DSM 18206		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	461	878	723	chenry	09/09/14	1002367	Kbase	kb|g.23116	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_stercorea_DSM_18206.xml	Prevotella stercorea DSM 18206
Prevotella_timonensis_4401737	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640		Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	466	964	826	Laura Kutt	04/17/16	1122992	Kbase	kb|g.207241	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_timonensis_4401737.xml	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640
Prevotella_timonensis_CRIS_5C_B1	Prevotella timonensis CRIS 5C-B1	Prevotella timonensis CRIS 5C-B1 (679189.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	490	949	802	Laura Kutt	05/30/16	679189	Kbase	kb|g.2933	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_timonensis_CRIS_5C_B1.xml	Prevotella timonensis CRIS 5C-B1
Prevotella_veroralis_DSM_19559	Prevotella veroralis DSM 19559	Prevotella veroralis DSM 19559 (1122993.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	511	1006	826	Laura Kutt	04/17/16	1122993	Kbase	kb|g.29670	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Prevotella_veroralis_DSM_19559.xml	Prevotella veroralis DSM 19559
Propionibacterium_acidipropionici_ATCC_4875	Propionibacterium acidipropionici ATCC 4875	Propionibacterium acidipropionici ATCC 4875 (1171373.8)	Facultative anaerobe	Saccharolytic, fermentative	Positive		929	1382	1055	chenry	04/15/16	1171373	Kbase	kb|g.25121	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium acidipropionici	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_acidipropionici_ATCC_4875.xml	Propionibacterium acidipropionici ATCC 4875
Propionibacterium_acnes_KPA171202	Propionibacterium acnes KPA171202	Propionibacterium acnes KPA171202 (267747.1)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	793	1323	1003	Laura Kutt	06/02/16	267747	Kbase	kb|g.580	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_acnes_KPA171202.xml	Propionibacterium acnes KPA171202
Propionibacterium_avidum_44067	Propionibacterium avidum 44067	Propionibacterium avidum 44067 (1170318.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	783	1253	987	chenry	04/15/16	1170318	Kbase	kb|g.30858	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_avidum_44067.xml	Propionibacterium avidum 44067
Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (754252.3)	Aerotolerant	Saccharolytic, fermentative	Positive	Probiotic	638	1180	931	chenry	09/10/14	754252	Kbase	kb|g.3231	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
Propionibacterium_granulosum_DSM_20700	Propionibacterium granulosum DSM 20700		Facultative anaerobe	Saccharolytic, fermentative	Positive		549	1169	946	chenry	04/15/16	1160719	Kbase	kb|g.207782	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_granulosum_DSM_20700.xml	Propionibacterium granulosum DSM 20700
Propionibacterium_jensenii_DSM_20535	Propionibacterium jensenii DSM 20535		Facultative anaerobe	Saccharolytic, fermentative	Positive		768	1283	1032	chenry	04/15/16	1122997	Kbase	kb|g.207245	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium jensenii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_jensenii_DSM_20535.xml	Propionibacterium jensenii DSM 20535
Propionibacterium_propionicum_F0230a	Propionibacterium propionicum F0230a	Propionibacterium propionicum F0230a (767029.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	784	1313	1032	chenry	04/15/16	767029	ModelSEED	kb|g.27741	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Pseudopropionibacterium propionicum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Propionibacterium_propionicum_F0230a.xml	Propionibacterium propionicum F0230a
Proteus_mirabilis_ATCC_29906	Proteus mirabilis ATCC 29906	Proteus mirabilis ATCC 29906 (525369.4)	Facultative anaerobe	fermentative, respiratory	Negative		1017	1566	1109			525369	ModelSEED	kb|g.2021	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Proteus_mirabilis_ATCC_29906.xml	Proteus mirabilis ATCC 29906
Proteus_penneri_ATCC_35198	Proteus penneri ATCC 35198		Facultative anaerobe	Fermentative, respiratory	Negative		2539	1512	1100	Laura Kutt	04/18/16	471881	ModelSEED	kb|g.1703	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus penneri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Proteus_penneri_ATCC_35198.xml	Proteus penneri ATCC 35198
